Ponytail,110,8,14225,97296,47200103047,98.01,99964,1.72E+11,25716758,6963
KoaLeahq,109,21,14277,148604,1.05E+11,98.89,128420,8.17E+11,43615405,7258
Maxim Bogdan,108,4,14293,143333,29132488465,98.23,210514,2.30E+11,39384810,7129
Jordan The Bear,101,7,14430,130041,53072354869,98.76,114080,4.77E+11,36307495,5086
#NAME?,103,1,14361,165391,45181751536,98.97,234612,3.84E+11,40258140,9288
rairiku,102,8,14374,93452,59928755809,98.53,96494,3.51E+11,26781359,5399
Reedkatt,107,2,14302,106398,98565860313,98.34,105328,3.99E+11,29031160,6167
BlackPug,115,6,14167,61192,16901923304,98.73,92136,1.27E+11,17504113,2825
dlwlrma-,120,3,14136,59788,14065738334,97.4,91550,1.09E+11,13941672,4292
-Hebel-,119,2,14140,129037,42465012021,98.57,154298,3.46E+11,35483692,4295
Eagle5324,115,2,14172,95848,43862266304,98.36,113653,2.33E+11,24234696,9385
kablaze,112,22,14199,243090,1.32E+11,99.15,241212,1.01E+12,70626852,8901
Milo Milkshake,113,9,14190,119361,74802340636,98.93,128054,3.84E+11,30708745,5151
Risiing,116,8,14153,115667,51514762822,99.2,144335,3.85E+11,32789552,8101
justman,113,2,14176,85324,71799511872,99.23,89375,3.41E+11,21476522,9384
Nameless Player,128,10,14051,35311,71265430554,99.37,21052,2.59E+11,11866965,7509
bloo,122,5,14122,128377,38478849248,98.63,166398,4.40E+11,32311624,6841
_AvA,129,11,14040,76357,30171603970,97.98,97599,1.64E+11,19682838,3243
Ilitria,130,6,14021,53827,10288250434,97.36,81000,77142285047,13007822,2454
-Hideki-,121,1,14134,109234,21373975195,98.74,198216,2.14E+11,24836184,4223
Leva_Russian,124,5,14110,13349,11821199405,98.31,11749,42156896381,4228569,7755
YoshinoTomotake,122,1,14114,111795,20040668601,98.39,170138,2.50E+11,29713407,3712
jot_bab,125,9,14094,81017,14716417486,98.42,109174,2.02E+11,22600502,3692
-Wolfy-,127,3,14055,128954,60691300340,98.28,128917,4.38E+11,39922530,5784
MrNobady,126,1,14087,138606,56075193349,99.18,137609,5.42E+11,35295118,8919
-ZooM-,137,4,13929,49460,16835622907,97.87,65965,1.01E+11,12856225,3375
Math God,136,24,13932,87308,14677430475,98.06,137572,1.27E+11,21907339,4181
LighScrap,133,23,13991,53820,18107728246,97.6,76037,1.22E+11,14753085,3689
Dumii,138,10,13920,172169,77281537146,98.38,188766,4.82E+11,47328302,5682
Failing,140,25,13908,66869,31509860600,99.16,85074,1.53E+11,16056775,5084
[ Zane ],135,2,13961,180134,1.16E+11,99.24,199975,6.88E+11,51220862,8340
kissatyty,139,1,13920,77994,27605345160,98.78,103748,1.56E+11,19492245,7757
edizberkserbest,132,2,13998,71960,13345520247,98.06,111126,95646661392,17549483,4197
Gray NoMod,134,3,13969,95429,55428256714,98.81,90846,4.04E+11,26232638,6316
Skydiver,131,4,14011,148206,62840485407,98.64,147584,5.08E+11,41842905,5342
kazamabc,143,2,13838,139332,53175567025,98.59,184609,3.73E+11,37375479,5086
Skycries,146,4,13811,94427,13509215340,99.15,134647,1.48E+11,22241881,3254
Afrodafro,150,3,13781,116961,26887587450,98.88,158068,2.90E+11,31797766,4288
doki,148,8,13794,102741,21526917126,96.31,157375,1.63E+11,28523733,2351
Voss,147,6,13806,151346,62559474412,98.66,181830,4.19E+11,35737561,9385
Cappy,142,26,13841,193230,1.37E+11,99.46,149524,9.36E+11,55755917,9570
Rizer,143,3,13841,178789,2.47E+11,99.2,179468,9.05E+11,47422478,5987
Monko2k,149,27,13793,117583,82120124889,98.41,106581,3.33E+11,33601746,5124
Dragbit 3,141,7,13886,129056,1.36E+11,96.95,99982,6.37E+11,34860822,10212
MrFuture,144,7,13824,104202,34960423437,99.18,137964,2.90E+11,26390532,8509
jordanlr7,153,11,13714,91931,40550958365,98.88,107463,2.46E+11,24230875,6177
Bloodworm,159,28,13605,55722,15321834336,97.64,88347,1.39E+11,14378491,4993
Karuna,157,12,13615,109651,1.31E+11,98.73,107380,3.72E+11,29049372,6297
Vixylium,155,2,13684,76213,9391173488,98.47,155428,1.16E+11,19964761,2886
lPogonyuto,152,4,13728,54945,16303305852,98.3,57163,92488307215,15763159,2392
HaruTachi-,154,2,13695,70170,23912279209,98.39,72954,1.42E+11,20355499,6243
ShimonMyMommy,156,2,13669,235723,67939361728,97.81,299802,5.55E+11,57016737,9568
majoreh,160,7,13602,139288,43622947312,97.97,186283,2.38E+11,34429921,4138
Coreanmaluco,151,5,13734,239507,1.01E+11,98.19,344928,5.51E+11,53353302,9288
hallowatcher,157,9,13626,140457,85408410227,99.59,147733,6.96E+11,39754907,5084
dench,168,1,13506,42240,20511143149,98.19,59449,1.35E+11,12249270,8330
theez,160,29,13585,93383,60308538730,99.13,85259,4.65E+11,27933753,7587
Wakson,166,9,13546,122133,56749151094,99.51,139802,4.17E+11,33359438,7998
Woofel,162,6,13573,93209,48480182782,99.48,75273,3.39E+11,30147014,4988
ninerik,164,4,13562,75062,16441962106,98.84,114168,1.46E+11,20211290,3761
_HaxOr_,165,4,13557,42525,2821598682,97.24,105716,45493440193,11825695,2077
kieg,163,3,13565,63944,12979640974,98.92,123181,91619186037,15021817,4023
ur cute,169,30,13496,92158,22959306942,98.51,150361,1.54E+11,21129808,4134
Ayamy,164,13,13558,61209,9429723614,98,84340,96759325739,14146007,2856
Rinnu,171,9,13491,86201,35433139894,98.57,94543,2.13E+11,22529774,9903
talala,172,8,13487,180662,74044263787,98.46,232338,5.01E+11,52214886,5577
Vento,177,5,13415,99925,26671759716,98.49,138890,2.49E+11,25265703,3762
Zylice,178,7,13413,81234,41279785202,97.02,71452,2.46E+11,26161391,7999
Stunar,180,31,13388,99705,18494067423,98.17,168555,1.43E+11,27598595,4311
-raizen-,174,5,13468,188222,95787537163,98.86,198506,7.60E+11,54911752,5086
Not DT Farmer,179,9,13397,68828,10554100066,95.81,150816,97420599823,18793406,2351
bango,175,3,13432,88441,12411550389,97.83,122966,1.54E+11,25095515,3084
Xilver15,173,1,13469,375275,1.87E+11,99.45,416446,1.46E+12,108946618,8960
Yuuzinho,176,6,13430,148657,46626386256,98.86,228329,3.06E+11,34878910,7507
Avenito,183,2,13361,97201,26692500743,98.68,123075,2.87E+11,25867472,6838
razorfruit,184,32,13349,57358,14098775770,97.21,86911,1.50E+11,15870586,6531
Aldrouch,186,10,13341,94243,30713756206,98.77,129493,1.92E+11,25075470,4169
Frosiito,181,3,13382,136956,42835018293,99,158241,3.72E+11,36320798,5086
carbon dioxide,185,33,13347,52532,5431413366,98.37,94482,78975909758,12683746,2559
rHO,182,5,13371,70375,41524284056,98.88,88812,2.10E+11,17333992,5415
T A K A O,186,14,13345,135841,57654257354,98.8,147909,4.16E+11,41297590,3282
BoshyMan741,187,34,13341,126490,54885037618,98.62,123896,2.88E+11,36747900,4500
floppu-desu,190,1,13315,59267,8349513319,97.31,95203,65893601354,15066816,3934
- Nikliu -,193,10,13300,80894,23403787531,98.61,108686,1.82E+11,21409139,4153
hvick1112,194,4,13300,78126,23943713200,94.42,132617,1.34E+11,18974907,3215
Red_Pixel,196,9,13290,106350,47771416350,98.93,128011,3.36E+11,31808434,8343
Jop,200,2,13260,157225,18204939541,98.39,273500,2.75E+11,45137002,4308
Trail Mix,195,36,13293,128140,1.05E+11,98.59,127016,4.02E+11,33295504,6029
Zeisen,192,15,13311,70189,15070763174,97.82,102639,1.24E+11,18452341,3347
Flezlin,191,35,13312,76839,34913492553,96.88,87181,1.87E+11,21056167,4175
Toy,197,37,13289,250036,1.63E+11,99.51,268541,8.15E+11,59630171,9288
cloud_chaser02,199,3,13278,115019,44989003927,98.74,118681,4.11E+11,31451394,7756
Topoi,198,38,13288,129318,76386904484,98.34,123690,4.10E+11,35598692,3884
Ithi,207,2,13219,67147,12541714411,97.24,104013,1.20E+11,18863644,2932
ThePooN,202,6,13247,92930,63096877202,98.96,98839,4.37E+11,29368292,7426
Aseridan,203,1,13239,96638,11000126491,98.15,144562,1.22E+11,22488475,2277
xxluizxx47,210,7,13205,107701,40687756866,98.7,136662,2.37E+11,27136859,8401
_demo,204,11,13238,127769,56416625473,97.97,170903,2.85E+11,31143240,6743
Pablohh,209,1,13208,96624,34054425906,98.95,115225,2.96E+11,26821817,3691
Envy_ss,201,10,13255,127444,41005429594,97.47,140354,3.31E+11,34005444,5085
Jeong Woo Yeong,208,16,13209,88103,29356734628,98.64,129947,1.64E+11,19807617,5086
Informous,206,39,13227,82509,38374379396,97.53,91303,1.98E+11,23324126,5149
Aoi Kiseki,205,11,13228,103543,75496740742,98.68,70849,4.75E+11,33479575,8048
Zmatureeno,220,4,13114,108384,16553821432,98.91,154093,1.93E+11,25553195,4182
Unexpected,216,1,13132,103775,59165228918,98.62,97207,3.11E+11,30527754,5096
afe,219,11,13114,135859,60620327371,98.86,122621,3.97E+11,38437340,8294
Reyuza,212,6,13167,97383,49105274124,98.23,102411,2.75E+11,27237915,3749
suurii nakamura,215,1,13144,44907,9129672181,97.95,62763,49723424949,11074527,2840
ItsKevZii,217,5,13121,155304,55522950789,98.42,186153,4.05E+11,43460256,4881
Skyrovania,214,3,13153,129313,64614963145,99.07,105471,5.43E+11,41841450,7303
NeruNeru,213,10,13161,114384,39952446917,97.67,157538,2.33E+11,26946925,3869
VilaZ,217,3,13122,104522,53865875929,98.23,92248,2.93E+11,29658644,4179
- Heatwave -,211,12,13192,143904,54945415557,99.05,186087,3.44E+11,35045996,8371
Zakura,229,2,13063,93562,22827529739,98.56,135377,1.46E+11,22539554,3478
Zeklewa,222,1,13090,36291,16999203594,97.97,45539,71648898912,9077838,3134
Koba,227,2,13078,231732,1.00E+11,99.49,293583,7.52E+11,58393400,9289
_Shield,224,5,13085,126681,1.95E+11,99.08,139194,6.50E+11,35978820,9289
L9 ELOVATOR,225,5,13085,81598,24544540353,98.25,81235,1.67E+11,22437765,5804
Mahmood,226,11,13083,55523,33106826175,98.71,71592,1.64E+11,13434845,4312
MrBooM,223,12,13086,82088,54118845365,99.02,79089,3.02E+11,22500521,5086
Skrowell,228,12,13076,59893,16942758921,97.46,78180,1.05E+11,16012650,3481
rip fc,221,10,13102,81486,10971787336,97.7,109806,76649443167,21091438,2833
My Angel Fubuki,230,5,13059,84602,54937888211,99.41,96142,2.75E+11,22804118,4165
Snorlaax,236,7,13008,79454,21219796923,98.53,109774,1.39E+11,20369115,3089
Shizuru-,234,17,13023,89499,16479667329,98.09,115113,2.85E+11,26126420,3843
nejzha,231,1,13040,18935,14183016111,96.32,19641,39766177862,5361841,4479
Smarteyy,236,13,13020,105432,98520008400,99.1,89841,3.45E+11,29127397,9382
yary_nicht_lary,239,14,13005,78330,20491546238,97.68,109186,1.45E+11,22251257,3220
Zesdash,232,1,13032,53906,16164551483,96.53,69023,94441460963,13463023,4312
Nadir,238,4,13007,87852,16808368581,98.77,114247,1.57E+11,21632034,4129
Rev0,240,2,12992,125917,40442150073,98.44,154444,3.63E+11,34458676,6718
-Din-,232,13,13035,123053,26628279680,98.79,140711,2.24E+11,34417991,3192
Skill,243,40,12975,136641,75522768061,99.54,141809,4.46E+11,35301769,4295
Kageno,245,6,12961,100011,46488297249,98.53,134361,2.46E+11,26254213,5086
Azali,247,9,12959,48557,21770483118,96.81,39213,76238684232,14308855,4152
Juandissimo,248,41,12954,61002,23527365914,98.34,62212,1.43E+11,15549974,3483
WakaiYuki,242,8,12969,93572,27077645007,98.39,113172,2.42E+11,25558374,4404
Takaga,246,1,12960,74782,29091744144,98.75,86489,1.36E+11,17622063,2988
Deruz,242,5,12976,62094,17413271650,98.04,83118,1.24E+11,15699770,3633
takoz53,240,15,12978,49021,41909671700,98.97,44683,2.71E+11,13851138,7756
Too Slow,250,10,12953,124108,59657606816,99.09,155471,2.87E+11,30771848,5153
Dream Fire,249,11,12953,58358,10265685338,97.21,75443,72811980542,14457070,2796
Jakson,253,43,12940,66086,24367768658,98.53,72305,1.64E+11,20052172,3216
Zaqqy,258,14,12913,75981,19039663092,98.21,93000,1.09E+11,19968083,3220
Swiq_,255,44,12933,91354,37460698003,98.6,108078,2.28E+11,24282637,7857
hvick225,252,6,12943,118332,47518360649,98.96,134100,2.37E+11,22615503,5087
Javen,251,42,12949,50844,6800449751,98.52,88556,67373894691,12057531,1877
King Lizard,259,2,12912,171545,59600450526,97.8,198748,3.96E+11,46788028,4167
XVoIR,254,13,12939,60703,17240579824,98.23,78956,1.25E+11,15368597,5086
Monk The Don,257,13,12923,207009,65355254065,98.23,290783,4.28E+11,49907230,4293
----,260,6,12910,109443,47099613208,97.85,137339,3.08E+11,28625364,7767
gusrua123,256,18,12929,129409,1.03E+11,98.77,111038,5.06E+11,37198028,5835
kirito01,261,11,12906,115822,57502170875,98.97,116784,2.85E+11,31391638,6840
Fobxx,267,12,12849,120525,32948560583,99.11,115363,3.90E+11,31782916,5084
Yaong,263,19,12886,111295,1.22E+11,99.44,117906,5.69E+11,36019897,5578
Crystal,265,2,12873,143690,1.32E+11,98.28,138564,5.03E+11,36457462,9387
heyronii,264,3,12885,123348,46520315913,98.13,137592,2.91E+11,32939235,7681
Musty,262,8,12888,119001,73746432508,99.1,145653,4.34E+11,32970314,10138
Steven Naismith,266,14,12860,73288,19375464222,97.78,94396,1.07E+11,17871700,3024
Kingling,269,12,12842,166626,1.56E+11,99.59,179909,6.28E+11,38804110,9289
Exarch,266,45,12856,148973,77892940537,99.09,134825,5.50E+11,39511464,6174
i_like_farming,269,16,12840,67372,15373435131,98.19,82462,1.09E+11,16816210,2453
975250450,270,7,12838,15458,10165960116,97.69,21521,45771496278,4860417,3147
Calideon,273,2,12821,49695,26194474639,98.32,57075,1.23E+11,15029936,4090
Hungah,276,4,12807,68160,15628849876,98.18,98192,1.02E+11,15985406,4431
WindowLife,279,48,12795,75194,9490223486,97.47,105237,1.06E+11,19077405,3219
Ralyks,271,13,12829,39887,25667662497,97.45,44249,1.32E+11,11970861,4564
Tj7223,277,47,12804,73875,24291426448,99.61,91236,2.16E+11,18727845,4222
Aristia,278,20,12803,82214,74279364124,97.48,79009,4.18E+11,26447103,5087
criller,272,17,12822,79454,45587736262,98.3,73498,1.89E+11,19745784,4592
B of yassin,274,4,12817,64311,14083209829,98.48,72540,1.12E+11,17436894,3576
TheKushVanMan,275,46,12811,120527,19910166208,96.71,162570,2.38E+11,40915300,3539
Straub,281,15,12783,50498,8369934816,96.28,66539,66336514984,12378391,3412
Mya3,283,21,12776,70192,34418653427,98.98,70019,2.09E+11,19152322,4666
Ayla,284,2,12774,162898,21014426421,98.76,237856,3.05E+11,38851713,4295
Shime,280,14,12785,40834,6890078649,97.72,74661,49022917806,9494375,3220
Sytho,282,49,12777,88738,7898470421,98.2,203045,1.33E+11,22198992,3053
Faakiee,288,3,12761,44878,5652480897,98.06,58304,71833571381,13558271,3320
Thorfinn,284,7,12774,108992,46076506509,99.2,132224,4.18E+11,28425711,4311
Ephix,290,18,12744,147004,56539998988,98.04,164266,5.76E+11,45490029,7941
Suyong_,286,22,12764,60596,23879944374,96.91,80601,1.65E+11,15880583,7200
Xyloz,288,8,12746,88036,36410655053,98.95,95848,2.54E+11,25557958,5126
PandaCattle,289,3,12737,95791,19944342749,97.67,152652,1.44E+11,22738343,2913
